Page No,Date of Post,Review Heading,Username,Scores,Stars,Improvement,Course,Location,ReviewBody
9,06-Oct-24,Great Course for working Professionals,GoyalAmit,"Verified GMAT Focus score:
685 Q88 V81 DI83",stars stars5,120 Points,e-GMAT Online 360,Online,"Strengths:

Strategic Skill Building Approach,
Systematic Course,
Friendly Interface,
Quick response from Team

I am working in SBI as a Credit Support officer and have been planning to take GMAT exam since last years but due to my long working hours and late sitting in office I was not able to clearly focus on preparation and attempted GMAT for first time on 16th Jan 2024 and scored mere 565. I got upset with my score as I was scoring above 655 on mock tests from GMAT official and I was not sure how to improve it.
One of my friend told me about e-GMAT courses and I scored 685 in GMAT (Q88, V8, DI83).
In my honest opinion it is the best course for a working professional as the biggest Issue I faced in my preparation is how to devote my time for preparation and e-GMAT Online 360 course worked best for me as it not only helped me in skill development but also taught me how to be focused while reading a question which helped a lot, mainly in Verbal section.
This course is excellently built up and it helps us to get better with step by step approach backed up by cementing exercises which helps us master the concept we have learned so far and help us to teach how to implement it while tackling the problem and support team is always there to help us with our doubts."
9,06-Oct-24,e-GMAT: My Path to GMAT FE 695,Kessler1703,"Verified GMAT Classic score:
700 Q50 V35",stars stars5,70 Points,e-GMAT Online 360,Online,"E-GMAT played a crucial role in my GMAT success, helping me improve from 625 to 695. Their comprehensive and structured approach was perfect for my busy schedule as a working professional.
The PACE AI engine was a game-changer, saving me over 50 hours of prep time by allowing me to skip mastered topics. For instance, I saved 12 hours on Number Properties alone. The quant course was thorough, helping me solidify concepts and improve from Q84 to Q90.
The Verbal section, particularly the Master Comprehension course, was instrumental in my improvement. It taught me how to break down arguments effectively, a crucial skill for CR and RC. The pre-thinking approach in CR significantly boosted my accuracy and reduced my time per question.
Scholaranium was an invaluable tool, providing a vast pool of practice questions and detailed performance analysis. The cementing quizzes helped reinforce learning after each topic.
For Data Insights, e-GMAT's question bank was comprehensive, offering around 540-544 questions that closely mirrored the actual exam.
The Last Mile Push program and personalized mentorship were incredibly helpful. My mentor, Dhruv, provided tailored guidance, helping me adjust strategies when needed. His support boosted my confidence throughout the preparation process.
e-GMAT's mock tests, including Sigma-X, closely resembled the actual GMAT in both algorithm and question types. The detailed analytics helped me identify and improve weak areas.
Overall, e-GMAT's data-driven approach, comprehensive content, and personalized support were instrumental in my GMAT success. I highly recommend it to anyone aiming for a top GMAT score."
10,05-Oct-24,745 on first attempt: My Journey to the 100th Percentile with a Perfect D90!,Kishlay_Singh,"Verified GMAT Focus score:
745 Q87 V84 DI90",stars stars5,N/A,e-GMAT Online 360,Online,"Strengths:

->Incredible Mentor Support:
One of the best things about e-GMAT is the personalized mentor support. Right from the start, I had access to a dedicated mentor(Rashmi) who helped me build a study plan and keep me on track. I didn’t feel like I was prepping alone at all. Whenever I hit a roadblock, whether it was with the new Data Insights section or tough Critical Reasoning questions, she was there to guide me with specific strategies and resources.
She reviewed my progress regularly and gave me feedback on where I needed to improve, which kept me super motivated. The one-on-one sessions were really helpful in refining my approach to the GMAT Focus Edition’s shorter format and understanding the nuances of the new sections.

->Verbal Section Mastery:
e-GMAT is known for its verbal prep, and it totally lived up to the hype. They didn’t just throw a bunch of strategies at me but helped me apply them through personalized reviews and sessions. The ""pre-thinking"" approach to Critical Reasoning (CR) helped a lot thanks to the constant feedback I received.

They also gave me extra workshop videos and exercises in Reading Comprehension (RC) when I struggled with speed and comprehension, which helped me boost my accuracy for the Focus Edition’s condensed verbal section. Due to this, I was able to tackle even the trickiest questions with confidence.

->Solid Quant Prep:
e-GMAT’s course really helped me break down complex problems into easy steps. They cover all the key concepts like algebra, number properties, and word problems. Their video explanations were clear and easy to follow, and I didn’t feel the need to use any other quant resources.
Their AI-driven Pace Engine helped me save a lot of time while completing the quant module as it gave precise suggestions about portions to be left based on my strengths.
Really loved that feature.


->Help with Data Insights:
This was huge! The new Data Insights section combines data analysis, IR-type questions, and quant-heavy problems. It’s tricky, but e-GMAT added specific lessons and practice tests for this section. Their practice problems felt super close to what I faced on the real test. If you’re worried about Data Insights, their course will definitely help.
After getting a perfect DI score of DI90, I can safely say that their course is comprehensive and you would not need any other resource for your DI preparation.

->Scholaranium – The Best Part:
Scholaranium, their quiz and analytics platform, is probably my favorite feature. It helps you track your strengths and weaknesses and lets you customize quizzes. I could literally see where I was lagging and fix those issues before they became a bigger problem. The detailed stats on accuracy and timing were incredibly helpful for the shorter Focus Edition format.

Would make the product better:

Personally, I really don't have any recommendations for improvement. I was completely satisfied with each and every aspect of the course.
If I have to nitpick I would say their quant questions in mock were lengthier and tougher than those you would face in an actual GMAT exam. At times tough questions can lead to lower-than-expected scores in mock which can dent your confidence.

The E-GMAT course is an excellent resource for GMAT preparation, offering a structured and systematic approach to learning. It begins by covering the fundamentals of each section, then progresses to the ""Cementing"" phase, which helps solidify and apply the knowledge gained. The platform provides a broad range of questions, making it a comprehensive prep tool.

E-GMAT’s quick response to forum queries is extremely helpful for online learners, allowing them to resolve doubts either by browsing previous answers or posting new questions if needed. The platform's strong digital framework, including tools like Scholaranium, Sigma-X mocks, and others, enhances the learning experience with thorough practice and AI-driven insights.

I owe much of my GMAT success to E-GMAT’s Last Mile Push (LMP) program. I joined LMP in April, and under the guidance of my mentor, Rashmi, I was able to cross my target score. Her tailored study plans, regular check-ins, prompt resolution of doubts, and continuous improvement strategies based on my cementing and mock test results were key to boosting my confidence and performance.

All in all, the e-GMAT was a fantastic choice for prepping for the GMAT Focus Edition. Their structured approach and new content for Data Insights were exactly what I needed. If you’re gearing up for the Focus Edition, I can't recommend e-GMAT enough!!!! Do check it out."
10,04-Oct-24,E-GMAT: The Perfect GMAT Prep Solution for a Structured Approach,saikiranteegala,"Verified GMAT Focus score:
725 Q90 V88 DI80",stars stars5,N/A,e-GMAT Online 360,Online,"Strengths:

Data Driven and Tech Driven Product
Verbal module
Section Mocks and Scholaranium

My GMAT journey began two years ago, but I struggled to maintain consistency due to work commitments. After trying multiple platforms without success, I switched to e-GMAT in July 2023, and that became a turning point.

From the start, e-GMAT's diagnostic test recommended a personalized study path. The Verbal course, with its focus on understanding meaning and pre-thinking, significantly improved my accuracy and speed in Critical Reasoning . I later enrolled in the Last Mile Program (LMP), where my mentor Rida helped structure my prep and pinpoint areas for improvement. Some of the areas E-GMAT helped me is as follows:

Pre-thinking in Verbal: This method boosted my Verbal performance, especially in critical reasoning and sentence correction.

Scholaranium’s insights: Its data-driven approach identified my weak spots, allowing for focused practice.

LMP Mentorship: Rida kept me on track, providing personalized guidance that helped me break through my score plateau.

In September 2024, I took the GMAT and scored 655 (Q84, V84, DI79). Thanks to e-GMAT’s structured approach, I finally gained the confidence I needed to succeed."
10,28-Sep-24,My GMAT journey from 585-715,Asfankhan,"Verified GMAT Focus score:
715 Q86 V87 DI83",stars stars5,130 Points,e-GMAT Online Focused,Online,"Strengths:

1. Data and analytics driven platform
2. Wide variety of questions across subjects
3. Excellent structure and course delivery
4. Excellent support and mentorship

Would make the product better:

Nil

As someone who started my GMAT journey with a 585 and ultimately achieved a 715 (99th percentile), I can confidently say that e-GMAT played a crucial role in my success. The structured approach of their course made a significant difference, especially in areas where I initially struggled.
The verbal section, where I scored a V87 (99th percentile), was greatly enhanced by e-GMAT's methods. Their emphasis on pre-thinking and systematic approaches to Critical Reasoning questions was particularly helpful. For Reading Comprehension, their visualization techniques were game-changers.
In Quant, where I improved from a Q79 to Q86, e-GMAT's focus on identifying and addressing specific weaknesses was invaluable. Their vast question bank and the intelligent Pace Engine helped me prioritize my study time effectively.
The Data Interpretation section, where I scored a DI83 (96th percentile), benefited from e-GMAT's diverse practice questions and strategic time management tips.
What sets e-GMAT apart is their holistic approach. The error log system they advocate was instrumental in tracking my progress and identifying patterns in my mistakes. Their mock tests closely mirrored the actual GMAT, preparing me well for the real thing.
The mentoring support, especially from Dhruv, was exceptional. His guidance helped me stay focused and motivated throughout my preparation.
For anyone aiming for a top GMAT score, I wholeheartedly recommend e-GMAT. Their comprehensive resources, coupled with personalized support, make them an excellent choice for GMAT preparation."
10,27-Sep-24,GMAT Improvement Journey,kb1504,"Verified GMAT Classic score:
710 Q50 V35",stars stars5,40 Points,e-GMAT Online Focused,Online,"Strengths:

Personalization - Identifying strengths and weaknesses and planning accordingly.
Scholaranium - Question and Test Bank
LMP - Mentor Assistance

I had a 710 (89th - Q50 V35) on the Classic GMAT. I wanted an improvement in scores while applying to schools this year. I was considering multiple prep providers before zeroing in on e-GMAT. I think the pricing was better as well compared to the other courses I looked at.

One thing that I was definitely looking for was a structured approach to learning across sections, and glad to say I was pretty satisfied with what e-GMAT offered.
It starts off with a mock test to analyze your strengths and weaknesses - the learning plan is made accordingly. I also took the LMP Option as I thought it would be more focused and dedicated, with a mentor to guide me better.

Some context : At first, I was fairly confident on my Quant and DI, and thought I needed help only with verbal. But the mocks made me realize otherwise - after a couple of mocks, I found that my speed in DI was not good enough. And my plan was made accordingly as well.

I’d attribute my entire verbal score increase (74th to 94th percentile) to this course. I was able to learn almost all CR concepts and techniques to tackle both CR and RC questions through the video lessons. The cementing quizzes were particularly helpful in my verbal prep. My mentor Rida, also helped identify and prioritize specific focus areas in verbal.

I was parallelly able to work on my DI speeds as well through the cementing quizzes. The best part about cementing quizzes is that you can customize the difficulty and timing - helps in understanding where the problem lies.

While I was hoping for a 725/735, I guess after a point you can’t really control what happens in the exam room.

Overall, the course really helped in identifying my strengths and weaknesses, and in having a focused preparation strategy."
10,27-Sep-24,e-GMAT review by Akhil Agrawal,akh8910,"Verified GMAT Focus score:
685 Q90 V84 DI78",stars stars5,N/A,e-GMAT Online Focused,Online,"Strengths:

- Scholaranium with excellent set of questions
- Course structure
- PACE platform which can adjust course completion timing based on pre-acquired skills
- Excellent mentor support

Would make the product better:

- The Error log can be too overwhelming and may lose bit of value for some students
- The number of questions can be increased (the more the better)

My name is Akhil Agrawal and I completed my first GMAT focus attempt on 20th September 2024 with a score of 685. I did my preparation through e-GMAT team. When I started my preparation, I had decent understanding of the Quant (because of my engineering back ground) but I lacked the ability to tackle verbal questions from their root. I did not have much familiarity with the Data Interpretation section. Additional hurdle for me was my rustiness in handling competitive exams after being not involved in one for 10 years. Quant being my strength helped me get a decent score in the test mock and I got enrolled into the Last Mile Push program of e-GMAT. This turned out be very helpful as I was assigned a dedicated mentor, who guided me throughout my GMAT journey. She prepared a detailed work plan, helped me with analysis of my quiz results and suggested relevant improvement points. Additionally, she kept regular checks on me and suggested right strategies which proved instrumental in my overall GMAT success.

The 3 most critical areas where e-GMAT team helped me are as follows:
- Solidify my conceptual ability in Verbal: Earlier, I used to rush while reading RCs (to save time) and never understood the how to tackle the reasoning in CR questions. The e-GMAT verbal course is designed beautifully from basics and provides the right tools to handle these challenges. I got good clarity in tackling CR questions and utilized effective reading strategies. This also gave me a boost of morale in Verbal, which I always considered as my weakness.
- Time managing and Exam sequence strategies – The median timings mentioned in solutions give a very nice reference point for start. However, each person needs to design his/her own strategy. One of my weaknesses was to get stuck on a question (especially in Quant) without letting it go. This was very detrimental for overall result. I will give a lot of credit to my e-GMAT mentor who pushed me hard to overcome this weakness. Additionally, she altered my exam sequence pattern which straight away gave me a boost of 20-30 points.
- Practice Quizzes & Mock exams – Scholaranium has really good quality questions. If utilized properly, it can help in robust preparation for the exam. The course is designed to first learn the concept and then cement them properly so they remain lasting without very regular practice as well. Additional feature of scholaranium is generating custom full section as well as topic-based quizzes with very good analysis. Overall Scholaranium is a great platform to practice and get prepared for GMAT.

I also utilized the GMAT focus section tests as well as the huge question bank on GMAT club for my preparation. A few tips that I would like to give to GMAT aspirants is that time management is very critical – my observation has been that leaving even a question un-attempted has a very big penalty which brings down the score drastically. Additionally, I was pleasantly surprised how change of sequence of sections can also create a good difference in final GMAT score. Changing my usual pattern from Q-V-DI to Q-DI-V proved to be very helpful. Additionally, the free official mock tests on mba.com are quite simple in compared to the actual exam. So, be careful in judging yourself just based on the 2 free mock tests."
10,23-Sep-24,Ultimate combo for GMAT success : EGMAT + LMP,ShreyasSonje,"Verified GMAT Focus score:
675 Q90 V78 DI82",stars stars5,40 Points,e-GMAT Online 360,Online,"Strengths:

1. Structured Learning Approach
2. Cementing Phases
3. Responsive Forum Support
4. Best in class digital infrastructure
5. Personalized Guidance (LMP Program)

The E-GMAT course is a top resource for GMAT prep, offering a clear and organized way to learn. It starts by teaching the basics of each section, then moves to the ""Cementing"" stages, which help reinforce and apply what you've learned. The platform also offers a wide variety of questions, making it a complete preparation tool.
E-GMAT’s quick response to forum queries is invaluable for online learners, enabling users to quickly resolve doubts by reviewing previously answered queries or post the question if query is still unresolved. The platform’s robust digital infrastructure, including tools such as Scholaranium, Sigma-X mocks and others, further enhances the learning experience by offering in-depth practice and AI based analysis.
I attribute much of my GMAT success to E-GMAT’s Last Mile Push (LMP) program. I joined the LMP in July and with the guidance of my mentor, Mr. Dhruv, I was able to achieve my desired score. His personalized study plans, regular follow-up calls, prompt query resolution and continuous improvement strategies based on my cementing and mock tests performance were instrumental in boosting my confidence and performance."
10,22-Sep-24,Best GMAT Prep!,Kartik19285,"Verified GMAT Focus score:
645 Q84 V84 DI78",stars stars5,20 Points,e-GMAT Online Focused,Online,"Strengths:

1. Focused Approach
2. Questions similar to Actual GMAT
3. Interactive modules
4.Supportive experts

According to my experience, e-GMAT provides the best content to reach the desired score. The preparation flow is very focused and prepares for every type of question. When I decided to attempt the GMAT, I did a lot of research to find the best course, watched reviews on YouTube, read different opinions of people on GMAT Club, and so on. Acting on the collected data, I decided to go ahead with e-GMAT. The day I purchased the course, I gave my first mock test. It was a Sigma Mock by e-GMAT, and I scored 515. This was well below my expectations.
Based on the mock test, the study planner on e-GMAT prepared a study plan for me. My weakest topic was Critical Reasoning, which was dragging down my score in the Verbal section. After completing the Master Comprehension module, which was itself like a crash course of what we studied in school, I came across the Critical Reasoning module. The way it is structured is wonderful. Instead of videos, there are interactive modules, which are very helpful in understanding the approach. I found the Pre-Thinking concept especially helpful. The expert faculty of e-GMAT conduct lectures, too. There are concept files that teach you the topic, followed by practice modules, and my favorite, the GMAT Skills module. The questions in these modules are very similar to those on the GMAT. Further, The Scholaranium contains all the types of questions required according to difficulty levels. I created custom quizzes, too, to practice different types of questions.
I am strong in Quant, and hence it was not a problem for me in terms of concepts, but I struggled with silly mistakes. I improved my performance, but I still was not able to get all correct. For the Data Insights section, I found that the questions were very similar to the actual exam, making you less prone to surprises. With all the solid preparation and support from e-GMAT sessions and modules, after around two months, I gave my GMAT and scored a 625 (Q82, V82, DI 79). I was not satisfied with the score, as I wanted to score at least 645, which is equivalent to 700 on the GMAT Classic, and would put me in the competitive score category.
So, I decided to appear for the GMAT again. This time, I was offered to join the LMP program of e-GMAT. Ms.Rida Shafeek was assigned as my mentor. She analyzed my score report and assured me that my target score was indeed possible. She even said that I could score much higher than 645 and set my target score at 695. She prepared my study plan, keeping my weaknesses in focus. As I progressed, I could see that my performance was getting better. I gave the official mock and scored 695. I was very happy with that performance. After completing the study plan, I gave the final mock and scored 715. This reassured me that I was ready for the test.
Now comes the test day. I entered the testing room with a little nervousness, yet very confident. I chose the order as Quant-Verbal-Data Insights. I attempted the Quant section and was quite satisfied with my performance, and the same with Verbal. But then came the Data Insights section. Everything went fine up to the 12th question. There was an MSR set, and I could not understand it properly. I took so much time and still could not attempt the questions. I realized very late that I had wasted 15 minutes on that very set!
As soon as this realization set in, I tried to cover the remaining questions as fast as I could, but they were still taking time. I tried to go faster, but in the end, I had to just mark some questions and move on to avoid the penalty for missing questions.
I scored 645 (Q84, V84, DI78) in that attempt. Even though it was much lower than my expectations, I took a sigh of relief. If I had not wasted that much time on that one question, I could have scored higher. But I decided to go ahead with this score as I wanted to apply in the first round and could not give it another try.
I would strongly recommend the e-GMAT course to anyone who wants to appear for the GMAT examination. Also, I strongly suggest letting go of any question that takes too much time—it costed me 20-30 points."
10,20-Sep-24,E-GMAT review,clllive,"Verified GMAT Focus score:
675 Q88 V84 DI79",stars stars5,30 Points,e-GMAT Online Focused,Online,"Strengths:

This product is very comprehensive, with a logical learning approach that can consolidate the knowledge. On top of that, the cementing feature allowed me to get used to and comfortable with exam environment,

Would make the product better:

I think the product is very good, probably introducing an APP version as studying on the web browser on mobile can be a bit difficult sometimes. But these are very minor issues.

This platform has been extremely useful for me. I had taken my first test relied solely on self-studying, while I did achieve a 645 in the focus edition, I realised that I hit a wall in terms of my progression.

As a result, after some research I have found this platform, This platform helped me to fill a lot of knowledge gaps that I was unable to identify during self-study, which significantly consolidated my foundation and reduce a lot of silly mistakes during the test. On top of that, Rida, one of the GMAT strategist has been extremely helpful throughout my 1 month preparation, as she provided a comprehensive studying plan for me, and provided a lot of mental supports as the preparation process can be long and exhausting.

Overall I am very happy with my grades given the short amount of time I had, and I believed with the time anyone put on the platform, they will definitely get the return and see significant improvement."
10,19-Sep-24,Got a 675 on first attempt,benoymammenmathew,"Verified GMAT Focus score:
675 Q86 V84 DI81",stars stars5,N/A,e-GMAT Online Focused,Online,"Context:
My first GMAT mock score was 505, and I knew that I would need a program, that would give me the necessary skill sets to reach the mountain top.
I knew my weakness is the VERBAL section, and was looking for a course that would help me gradually build up key skillsets and was affordable.
I shortlisted a couple of courses and tested a couple of them on their trial versions. Once I experienced e-gmat’s course I immediately knew it was the one. The course was structured, had a good reputation and was affordable. I even attended a couple of webinars held by Rajat and Payal and was immediately impressed.

For those who want quick tips / best practices for GMAT prep, I have listed my top 3 below:
Make sure to classify your errors in your error log and also any additional comments (such as Why did I falter or Why did I take so long or Correction Steps) should be as descriptive as possible.
Don’t worry if a strategy does not work for you, instead research for other strategies that best fit you.
Our brain works best in its most calm state, knowing how to get to that state is very important. For me, taking a deep breath for 5 seconds really helped me.
Be perfect in a section before moving to the next during preparation.
For those looking for details into my Preparation Strategy and D-Day Experience I have provided them below:

Preparation Strategy:
I prepared for GMAT in the following sections order one by one: VERBAL / QUANT / DI
I followed e-gmat’s detailed study plan, completed the cementing quizzes and also worked on the OG Questions before moving on to the next section.
A couple of tips from e-GMAT which really resonated with me were:

For Verbal:
Pre-thinking possible answers for RC Questions.
Mastering Reading Comprehension, by pausing at various points, to try to assimilate what that sentence meant and what is its relation with the content mentioned previously.
For Quant:
Making inferences of statements mentioned in the question stem.
For DI:
Understanding / Owning the dataset by taking small examples and making 1-2 observations
Calculating various values such as means, variance etc. from graphs quickly.

Post my preparation, I worked on my accuracy in e-gmat's scholaranium, trying to reach the 90% accuracy in medium questions and hard questions as well. Every mistake I made was logged in the Error log (provided by e-gmat) in a descriptive manner to truly understand what my mistake was.

I gave 10 Full length Mocks with different combinations of sectional orders, to see how my progress was and take the required steps to make any correction to my process, or mannerisms when writing the test. I noticed I was consistently doing well in QUANT, however, there were many peaks and valleys in my VERBAL and DI scores.

I realized I was taking too long to answer Verbal Questions especially CR which gave me very little time to complete questions in the end with good accuracy. For verbal, I created a document on the types of traps GMAT commonly used and was actively looking for these traps in the options. Similarly for DI, I realized I was taking too much time in answering MSR questions. To manage my time, I referred to the ""Timing Strategies page"" on the GMAT Club forum, and followed the processes mentioned in it. These changes in my strategy made very large improvements in my score.

My final 2 mocks I managed to score 655 and I found that my best results came when I attempted in QUANT-DI-VERBAL order. I felt the reason for this was QUANT was my best section, and it gave me the necessary boost to attempt the remaining sections with confidence. I kept VERBAL for last just after the 10 minute break, so as to avoid mental fatigue and bad decision making.

D-Day Experience:

On the day of my exam, I attempted a few easy questions, before giving the actual exam so as to get my confidence high and hit the ground with an active state of mind.

During the exam, I felt confident and calm. As I expected, QUANT went well for me, and I managed to get only 3 wrong answers. However, DI section hit me like a train, I felt that I was getting lost in thoughts and started taking longer than normal, after 5 questions I knew if I kept going in this manner my performance would not be good. So, I took 5 seconds, to recuperate my focus by taking a deep breath and got back into the game.
With this a switch turned on and I started answering questions more quickly and faster. Finally, I managed to get 15/20 questions right.

I took my 10-minute break and prepared myself for the VERBAL section mentally and physically. When I got back, I quickly created a grid to help me not look back at options I had rejected on solid grounds. After every 5 questions I would quickly review how my progress was and make sure necessary corrections were made in the next 5 questions. I knew I was lacking time to complete 4 questions in 5 minutes, so I randomly put 4 answers to, and I made sure to answer 3 out of 4 of these questions properly, by changing their answer post submission. Finally, I got 17/23 questions right.

I was elated when I saw my provisional score and I knew that it was time to celebrate. I want to thank everyone from the e-gmat team for their immense support and prompt attention to all my queries."
10,16-Sep-24,e-GMAT Review,S2001S,"Verified GMAT Focus score:
655 Q86 V80 DI82",stars stars5,150 Points,e-GMAT Online Focused,Online,"Strengths:

The video lectures curated are quite good and explain concepts effectively. The question bank is also very diverse and overall comes quite close in difficulty to what I faced on the actual GMAT exam. I was also part of the LMP program where the mentor, Abha was super supportive and helpful in helping me overcome various roadblocks and plan a strategy ahead.

Would make the product better:

Add more number of questions in scholararium.

The course is overall good and quite comprehensive. While looking for a course, I needed something where I could flexibly study on my own as I have a tasking job which makes my general routine quite upset. But I also needed guidance along the way and e-gmat provided exactly that at a very economical rate as well. I faced a lot of roadblocks along my way but discussing it with my mentor always helped me improve my accuracy and strategize in a better way. The question bank provided was also quite close in difficulty to what I faced in the actual exam. The very first mock I took I got just a 515 there but on the final attempt I got 665. I would definitely recommend this course to others preparing for GMAT."
11,16-Sep-24,How to Ace the GMAT in First Attempt,balamuruganm,"Verified GMAT Focus score:
675 Q85 V82 DI83",stars stars5,110 Points,e-GMAT GMAT Live Prep,Online,"Strengths:

- Number and Variety of Questions available.
- And more importantly covering all the topics in detail.
- Quick and efficient clarification of doubts from the support team.
- Mentorship for identifying and strengthening your weak areas.

Would make the product better:

- Some of the word problems are challenging and lengthy, requiring a significant amount of time to solve. This seems to discourage the students.

When I first considered preparing for the GMAT, I was concerned about the significant time and effort it would require, especially while working. However, a friend recommended the E-GMAT course and gave me confidence that it was achievable.
After enrolling in their basic course on June 2024, I gave a mock test to gauge my current level, scoring 555. Since then, I didn’t need to use any other materials or question banks for preparation. The amount of material and questions provided was more than enough. After 2.5 months, I was able to complete all the concept modules (Stage 1) and achieve the threshold scores in their cementing quizzes (Stage 2). This gave me the confidence to move on to the test readiness quizzes (Stage 3).
In the Test Readiness stage, my scores began to decline, and I struggled to identify my weak areas. I reached out to the E-GMAT support team for assistance, and Dhruv guided me throughout the process, helping me strengthen my weak areas. He also helped me in choosing an Exam Date as per my performance. Then came the final stage: Mock tests. Initially, I scored well (665 and 695), but some personal matters distracted me, and I lost my momentum with the subsequent attempts. As the exam date approached, I found more time for practice and got back on track. My final mock attempt scored 695, which really boosted my confidence.
I would like to sincerely thank the E-GMAT team for providing such an excellent platform to learn with utmost ease."
11,15-Sep-24,E-GMAT | The Course that helped me jump 70 points to a GFE 695 in just 2 months,AksharaSharma123,"Verified GMAT Focus score:
695 Q84 V84 DI86",stars stars5,70 Points,e-GMAT Online Focused,Online,"Strengths:

- Value for money (of the most affordable programs out there)
- Last Mile Push (LMP) program which provides a personal mentor to create a full-fledged journey for your prep based on the Target Score, and solve any doubts regarding your score improvements, last minute strategy etc. My mentor, Rida helped me create a study plan, stick to it with regular check-ins, analyze mocks and understand how to tackle my weak-spots in Quant just days before the exam.
- Highly structured, step-by-step curriculum so that you don't feel lost at any stage
- Extensive scholaranium with a rich question bank
- Cementing Stage i.e. after the concept giving 5 tests (2 Medium, 3 Hard) really help to ""cement"" the specifics of the concept so that you do not forget it even if you come back to it after a month
- Quant section's Diagnostic Tests help you understand which topics you are quite adept at, before even starting it so that you can skip specific concepts, and just move straight to the Quizzes. Helped me save a lot of time!

Would make the product better:

- Course structure can benefit from more questions on the Hard side. Since when we get to the Practice Exams / Mocks etc, questions are harder than the ones experienced while practicing for the concept

E-GMAT proved to be a great resource for someone like me, who was giving the GMAT for the first time, and was looking for a step-by-step introduction to the exam itself.
Plus, if you are a person who is looking for some personal guidance, and accountability while studying and someone to course-correct you during the critical time in your prep, then opt for the E-GMAT Last Mile Push Program, to get the benefit of a GMAT expert mentor.
Give one of their mocks as a Diagnostic so that it can help you foresee your strong and weak areas before starting your preparation."
11,13-Sep-24,e-GMAT Focus Review,Apala1990,"Verified GMAT Focus score:
685 Q87 V80 DI85",stars stars5,110 Points,e-GMAT Online Focused,Online,"Strengths:

1. Detailed course work - the concepts, application and the entire flow of the course is very structured. Features like PACE, Scholaranium, Cementing quizzes are extremely helpful through the course.
2. Very much similar questions in DI and Verbal to the actual test.
3. Personalized mentor to guide and structure your preparation

Would make the product better:

1. A few more questions required in DI - but recently eGMAT team has added 50 sectionals which was not there in my preparation time.

eGMAT course is one of the most trusted resources in GMAT preparation. The coursework is extremely detailed and the process skills built in a step by step format is very helpful in slowly building up the ability in every topic tested.
Scholaranium which is a repository of practice questions is one of the best features where you can see a improvement in your abilities as well as practice and review the incorrect questions as many times as you like. Cementing quizzes after every module is a great tool to apply the process skills and get to the 70%+ accuracy lecels in medium and hard questions. Lastly, the LMP program with a dedicated mentor helps you take the last leap to the end where you get guidance on the exact weak areas to improve and get your desired score. All in all, I was very happy to reach a 96 percentile after spending almost over 6 months with eGMAT."
11,12-Sep-24,Wonderful E-Gmat Course,JeromeD,"Verified GMAT Focus score:
645 Q87 V80 DI78",stars stars5,90 Points,e-GMAT Online Focused,Online,"Strengths:

Verbal preparation for this course is excellent. They help you with your basics to mastering advanced-level questions. The same applies to the DI section as well. They have created interactive videos to help you learn how to tackle MSR and CR questions.

The preparatory course I took for the GFE was outstanding and provided a comprehensive range of high-quality study materials and mock tests. The course was meticulously designed to cover all aspects of the exam, and the depth of the resources available greatly contributed to my understanding and readiness. Additionally, the support team was exceptionally helpful; they were quick to respond to any queries I had and provided detailed assistance through the portal. My mentor played a crucial role in my preparation as well, offering invaluable guidance in developing effective study plans and strategies. Their support was instrumental in helping me enhance my performance on the GMAT, making the entire preparation process more manageable and effective."
11,11-Sep-24,Review of e-gmat,Gowthaam,"Verified GMAT Focus score:
655 Q83 V81 DI83",stars stars4,N/A,e-GMAT Online Focused,Online,"Strengths:

Egmat provides a comprehensive platform to ace the gmat exam. They have a variety of questions in quant and verbal and learning materials that aid in understanding the concepts very clearly.

Would make the product better:

Questions on quant could be a bit more similar to Official guide . The quant section of Egmat prepares you for the worst so it is quite on the difficult side.

Egmat offers an amazing gmat prep course which helped me get a good score on the gmat. Their tricks and tips on quant are very handy and can save you a lot of time on the exam. I also got the opportunity to work with Dhruv who was my mentor in their LMP program.
He gave me personalised insights to action upon. They provide a good study plan as well. In addition to that their mocks are very reliable and a but on the tougher side . So if you get a good score in their locks then you can certainly ace the gmat. Verbal and DI sections were amazing as well. Overall it is a great course and I would definitely recommend it to anyone who is looking to ace the Gmat exam."
